18569363,56398589,Tấn Ánh,Newbee,Đậu Hủ Cá Viên HongKong - 港式鱼丸豆腐,Tuyệt vời,9.4,13/03/2025,iPhone,1000035599,33,1,0,https://www.foody.vn/ho-chi-minh/dau-hu-ca-vien-hongkong-%E6%B8%AF%E5%BC%8F%E9%B1%BC%E4%B8%B8%E8%B1%86%E8%85%90-chachaanteng/binh-luan-18569363
18568169,57168844,Tống Trường,Newbee,đậu hũ cá viên,"""Đậu hũ cá viên hồng công này thật ngon! Đậu hũ mềm mại, cá viên giòn rụm, hồng công thêm một chút ngọt ngào. Nước sốt đậm đà, hòa quyện tất cả lại tạo nên một món ăn tuyệt vời. Giá cả hợp lý, phục vụ tốt. Tôi thật sự hài lòng với món này! Sẽ giới thiệu cho bạn bè và gia đình. 5 sao cho món ăn này!""",10.0,27/02/2025,Android,1000035599,42,0,0,https://www.foody.vn/ho-chi-minh/dau-hu-ca-vien-hongkong-%E6%B8%AF%E5%BC%8F%E9%B1%BC%E4%B8%B8%E8%B1%86%E8%85%90-chachaanteng/binh-luan-18568169
18563010,25251441,Anna Truong,Newbee,Đậu Hủ Cá Viên HongKong - 港式鱼丸豆腐,j,5.0,22/12/2024,iPhone,1000035599,33,0,0,https://www.foody.vn/ho-chi-minh/dau-hu-ca-vien-hongkong-%E6%B8%AF%E5%BC%8F%E9%B1%BC%E4%B8%B8%E8%B1%86%E8%85%90-chachaanteng/binh-luan-18563010
18557442,17628138,Hoang Do,Newbee,Ngon và hấp dẫn quá đi,Ngon đó,8.8,29/10/2024,Web,1000035599,82,0,0,https://www.foody.vn/ho-chi-minh/dau-hu-ca-vien-hongkong-%E6%B8%AF%E5%BC%8F%E9%B1%BC%E4%B8%B8%E8%B1%86%E8%85%90-chachaanteng/binh-luan-18557442
18555575,56557364,Hồng Ngọc,Newbee,đậu hủ cá viên,ngonn tuyệtttttttt,5.0,15/10/2024,Android,1000035599,62,4,0,https://www.foody.vn/ho-chi-minh/dau-hu-ca-vien-hongkong-%E6%B8%AF%E5%BC%8F%E9%B1%BC%E4%B8%B8%E8%B1%86%E8%85%90-chachaanteng/binh-luan-18555575
18551401,56075667,Nam Vương,Newbee,Đậu Hủ Cá Viên HongKong - 港式鱼丸豆腐,T,5.0,21/09/2024,iPhone,1000035599,42,0,0,https://www.foody.vn/ho-chi-minh/dau-hu-ca-vien-hongkong-%E6%B8%AF%E5%BC%8F%E9%B1%BC%E4%B8%B8%E8%B1%86%E8%85%90-chachaanteng/binh-luan-18551401
18540582,56275275,Hoa Son19h,Newbee,Món ăn ngon,Phục vụ tốt,5.0,25/08/2024,Android,1000035599,82,0,0,https://www.foody.vn/ho-chi-minh/dau-hu-ca-vien-hongkong-%E6%B8%AF%E5%BC%8F%E9%B1%BC%E4%B8%B8%E8%B1%86%E8%85%90-chachaanteng/binh-luan-18540582
18540197,56275275,Hoa Son19h,Newbee,Ngon tuyệt vời .,Phục vụ nhiệt tinh,5.0,25/08/2024,Android,1000035599,32,0,0,https://www.foody.vn/ho-chi-minh/dau-hu-ca-vien-hongkong-%E6%B8%AF%E5%BC%8F%E9%B1%BC%E4%B8%B8%E8%B1%86%E8%85%90-chachaanteng/binh-luan-18540197
18537619,56244816,foodee_yv5jmu4g,Newbee,Đậu Hủ Cá Viên HongKong - 港式鱼丸豆腐,Rất đáng để đến,5.0,18/08/2024,Android,1000035599,42,0,0,https://www.foody.vn/ho-chi-minh/dau-hu-ca-vien-hongkong-%E6%B8%AF%E5%BC%8F%E9%B1%BC%E4%B8%B8%E8%B1%86%E8%85%90-chachaanteng/binh-luan-18537619
18524349,56074227,Nguyễn Thị Lan,Newbee,Đậu Hủ Cá Viên HongKong - 港式鱼丸豆腐,"Trên cả tuyệt vời, đáng để đi.",5.0,19/07/2024,Android,1000035599,183,0,0,https://www.foody.vn/ho-chi-minh/dau-hu-ca-vien-hongkong-%E6%B8%AF%E5%BC%8F%E9%B1%BC%E4%B8%B8%E8%B1%86%E8%85%90-chachaanteng/binh-luan-18524349
